,cluster,source_id,tf_name,family_name,motif_type,PMID,cluster_annotation
81,AC0015,MA0618.2,LBX1,Homeo domain factors,Unknown,23332764,Homeo domain factors/Paired box factors
82,AC0015,MA0628.2,POU6F1,Homeo domain factors,Unknown,9852081,Homeo domain factors/Paired box factors
83,AC0015,MA0630.2,SHOX,Homeo domain factors,Unknown,23332764,Homeo domain factors/Paired box factors
84,AC0015,MA0634.2,ALX3,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
85,AC0015,MA0642.3,EN2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
86,AC0015,MA0644.3,ESX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
87,AC0015,MA0654.2,ISX,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
88,AC0015,MA0658.2,LHX6,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
89,AC0015,MA0661.2,MEOX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
90,AC0015,MA0662.2,MIXL1,Homeo domain factors,Unknown,19711456,Homeo domain factors/Paired box factors
91,AC0015,MA0666.3,MSX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
92,AC0015,MA0674.2,NKX6-1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
93,AC0015,MA0675.2,NKX6-2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
94,AC0015,MA0699.2,LBX2,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
95,AC0015,MA0700.3,LHX2,Homeo domain factors,Unknown,23332764,Homeo domain factors/Paired box factors
96,AC0015,MA0701.3,LHX9,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
97,AC0015,MA0702.3,LMX1A,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
98,AC0015,MA0703.3,LMX1B,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
99,AC0015,MA0706.2,MEOX2,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
100,AC0015,MA0707.3,MNX1,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
101,AC0015,MA0708.3,MSX2,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
102,AC0015,MA0710.2,NOTO,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
103,AC0015,MA0716.2,PRRX1,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
104,AC0015,MA0717.2,RAX2,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
105,AC0015,MA0718.2,RAX,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
106,AC0015,MA0721.2,UNCX,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
107,AC0015,MA0722.2,VAX1,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
108,AC0015,MA0723.3,VAX2,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
109,AC0015,MA0724.1,VENTX,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
110,AC0015,MA0725.2,VSX1,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
111,AC0015,MA0726.2,VSX2,Homeo domain factors,Unknown,18585360,Homeo domain factors/Paired box factors
112,AC0015,MA0793.2,POU6F2,Homeo domain factors,Unknown,9852081,Homeo domain factors/Paired box factors
113,AC0015,MA0875.2,BARX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
114,AC0015,MA0876.2,BSX,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
115,AC0015,MA0879.3,DLX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
116,AC0015,MA0882.2,DLX6,Homeo domain factors,Unknown,9889271,Homeo domain factors/Paired box factors
117,AC0015,MA0886.2,EMX2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
118,AC0015,MA0887.2,EVX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
119,AC0015,MA0888.2,EVX2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
120,AC0015,MA0889.2,GBX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
121,AC0015,MA0890.2,GBX2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
122,AC0015,MA0892.2,GSX1,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
123,AC0015,MA0893.3,GSX2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
124,AC0015,MA0894.2,HESX1,Homeo domain factors,Unknown,11748154,Homeo domain factors/Paired box factors
125,AC0015,MA0900.3,HOXA2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
126,AC0015,MA0902.3,HOXB2,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
127,AC0015,MA0903.2,HOXB3,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
128,AC0015,MA0904.3,HOXB5,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
129,AC0015,MA0910.3,HOXD8,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
130,AC0015,MA0912.2,HOXD3,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
131,AC0015,MA0914.2,ISL2,Homeo domain factors,Unknown,7999775,Homeo domain factors/Paired box factors
132,AC0015,MA1463.2,ARGFX,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
133,AC0015,MA1471.2,BARX2,Homeo domain factors,Unknown,10051657,Homeo domain factors/Paired box factors
134,AC0015,MA1481.2,DRGX,Homeo domain factors,Unknown,25131932,Homeo domain factors/Paired box factors
135,AC0015,MA1495.2,HOXA1,Homeo domain factors,Unknown,16341070,Homeo domain factors/Paired box factors
136,AC0015,MA1496.2,HOXA4,Homeo domain factors,Unknown,7901228,Homeo domain factors/Paired box factors
137,AC0015,MA1497.2,HOXA6,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
138,AC0015,MA1498.3,HOXA7,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
139,AC0015,MA1499.2,HOXB4,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
140,AC0015,MA1500.2,HOXB6,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
141,AC0015,MA1501.2,HOXB7,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
142,AC0015,MA1502.2,HOXB8,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
143,AC0015,MA1504.2,HOXC4,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
144,AC0015,MA1505.2,HOXC8,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
145,AC0015,MA1507.2,HOXD4,Homeo domain factors,Unknown,9079695,Homeo domain factors/Paired box factors
146,AC0015,MA1519.2,LHX5,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
147,AC0015,MA1530.2,NKX6-3,Homeo domain factors,Unknown,18585359,Homeo domain factors/Paired box factors
148,AC0015,MA1549.2,POU6F1,Homeo domain factors,Unknown,26265007,Homeo domain factors/Paired box factors
149,AC0015,MA1577.2,TLX2,Homeo domain factors,Unknown,10869550,Homeo domain factors/Paired box factors
150,AC0015,MA1963.2,SATB1,Homeo domain factors,Unknown,18187506,Homeo domain factors/Paired box factors
151,AC0015,MA2093.1,HOXB1,Homeo domain factors,Unknown,9774637,Homeo domain factors/Paired box factors
152,AC0015,MA2119.1,HOXA3,Homeo domain factors,Unknown,20079828,Homeo domain factors/Paired box factors
153,AC0016,MA1546.2,PAX3,Paired box factors,Unknown,9632796,Paired box factors
154,AC0017,MA0681.3,PHOX2B,Homeo domain factors,Unknown,22323723,Homeo domain factors
155,AC0017,MA0713.1,PHOX2A,Homeo domain factors,Unknown,18585360,Homeo domain factors
156,AC0017,MA0715.1,PROP1,Homeo domain factors,Unknown,18585360,Homeo domain factors
157,AC0017,MA0884.2,DUXA,Homeo domain factors,Unknown,24278031,Homeo domain factors
158,AC0018,MA2333.1,ZNF35,C2H2 zinc finger factors,Unknown,8477855,C2H2 zinc finger factors
159,AC0019,MA0060.4,NFYA,Heteromeric CCAAT-binding factors,Unknown,9469818,Heteromeric CCAAT-binding factors
160,AC0019,MA0502.3,NFYB,Heteromeric CCAAT-binding factors,Unknown,9334236,Heteromeric CCAAT-binding factors
161,AC0019,MA1644.2,NFYC,Heteromeric CCAAT-binding factors,Unknown,11895773,Heteromeric CCAAT-binding factors
162,AC0020,MA0046.3,HNF1A,Homeo domain factors,Unknown,9047360,Homeo domain factors
163,AC0020,MA0153.2,HNF1B,Homeo domain factors,Unknown,17916232,Homeo domain factors
164,AC0020,MA0683.2,POU4F2,Homeo domain factors,Unknown,18077589,Homeo domain factors
165,AC0020,MA0790.2,POU4F1,Homeo domain factors,Unknown,18077589,Homeo domain factors
166,AC0020,MA0791.2,POU4F3,Homeo domain factors,Unknown,18077589,Homeo domain factors
167,AC0021,MA1975.2,ZNF214,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
168,AC0022,MA0895.2,HMBOX1,Homeo domain factors,Unknown,18585359,Homeo domain factors
169,AC0023,MA0679.3,ONECUT1,Homeo domain factors,Unknown,8887657,Homeo domain factors
170,AC0023,MA0754.3,CUX1,Homeo domain factors,Unknown,7799919,Homeo domain factors
171,AC0023,MA0755.2,CUX2,Homeo domain factors,Unknown,7799919,Homeo domain factors
172,AC0023,MA0756.3,ONECUT2,Homeo domain factors,Unknown,8887657,Homeo domain factors
173,AC0023,MA0757.2,ONECUT3,Homeo domain factors,Unknown,8887657,Homeo domain factors
174,AC0024,MA0780.1,PAX3,Paired box factors,Unknown,19458195,Paired box factors/C2H2 zinc finger factors
175,AC0024,MA2102.1,ZBTB17,C2H2 zinc finger factors,Unknown,24983942,Paired box factors/C2H2 zinc finger factors
176,AC0025,MA0070.2,PBX1,Homeo domain factors,Unknown,7910944,Homeo domain factors
177,AC0025,MA1113.3,PBX2,Homeo domain factors,Unknown,12054735,Homeo domain factors
178,AC0025,MA1639.2,MEIS1,Homeo domain factors,Unknown,23602564,Homeo domain factors
179,AC0025,MA1640.2,MEIS2,Homeo domain factors,Unknown,23602564,Homeo domain factors
180,AC0026,MA0038.3,GFI1,C2H2 zinc finger factors,Unknown,8754800,C2H2 zinc finger factors
181,AC0027,MA0035.5,GATA1,Other C4 zinc finger-type factors,Unknown,23142663,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
182,AC0027,MA0036.4,GATA2,Other C4 zinc finger-type factors,Unknown,8321207,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
183,AC0027,MA0140.3,GATA1::TAL1,Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH),Unknown,20566737,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
184,AC0027,MA0482.3,GATA4,Other C4 zinc finger-type factors,Unknown,7791790,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
185,AC0027,MA0766.3,GATA5,Other C4 zinc finger-type factors,Unknown,14612389,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
186,AC0027,MA1104.3,GATA6,Other C4 zinc finger-type factors,Unknown,9915795,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
187,AC0027,MA1970.2,TRPS1,Other C4 zinc finger-type factors,Unknown,29895970,Other C4 zinc finger-type factors/Other C4 zinc finger-type factors/Basic helix-loop-helix factors (bHLH)
188,AC0028,MA0648.2,GSC,Homeo domain factors,Unknown,18585359,Homeo domain factors
189,AC0028,MA0682.3,PITX1,Homeo domain factors,Unknown,8675014,Homeo domain factors
190,AC0028,MA0711.2,OTX1,Homeo domain factors,Unknown,18585360,Homeo domain factors
191,AC0028,MA0712.3,OTX2,Homeo domain factors,Unknown,18585360,Homeo domain factors
192,AC0028,MA0714.2,PITX3,Homeo domain factors,Unknown,18585360,Homeo domain factors
193,AC0028,MA0719.2,RHOXF1,Homeo domain factors,Unknown,18585360,Homeo domain factors
194,AC0028,MA0891.2,GSC2,Homeo domain factors,Unknown,9441739,Homeo domain factors
195,AC0028,MA1480.2,DPRX,Homeo domain factors,Unknown,18585359,Homeo domain factors
196,AC0028,MA1547.2,PITX2,Homeo domain factors,Unknown,9685346,Homeo domain factors
197,AC0029,MA1720.2,ZNF85,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
198,AC0030,MA1542.2,OSR1,C2H2 zinc finger factors,Unknown,29084951,C2H2 zinc finger factors
199,AC0030,MA1646.2,OSR2,C2H2 zinc finger factors,Unknown,28473536,C2H2 zinc finger factors
200,AC0031,MA0625.3,NFATC3,Rel homology region (RHR) factors,Unknown,9143705,Rel homology region (RHR) factors
201,AC0031,MA1525.3,NFATC4,Rel homology region (RHR) factors,Unknown,12374807,Rel homology region (RHR) factors
202,AC0032,MA1933.2,ELK1::SREBF2,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH),Unknown,23050235,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)
203,AC0032,MA1939.2,ERF::SREBF2,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH),Unknown,23050235,Tryptophan cluster factors/Basic helix-loop-helix factors (bHLH)
204,AC0033,MA0062.4,GABPA,Tryptophan cluster factors,Unknown,9461436,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
205,AC0033,MA0081.3,SPIB,Tryptophan cluster factors,Unknown,7624145,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
206,AC0033,MA0473.4,ELF1,Tryptophan cluster factors,Unknown,8756667,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
207,AC0033,MA0598.4,EHF,Tryptophan cluster factors,Unknown,11259407,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
208,AC0033,MA0640.3,ELF3,Tryptophan cluster factors,Unknown,9234700,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
209,AC0033,MA0687.2,SPIC,Tryptophan cluster factors,Unknown,16887979,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
210,AC0033,MA0761.3,ETV1,Tryptophan cluster factors,Unknown,25866208,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
211,AC0033,MA1508.2,IKZF1,C2H2 zinc finger factors,Unknown,27664237,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
212,AC0033,MA1935.2,ERF::FOXI1,Tryptophan cluster factors/Fork head/winged helix factors,Unknown,31913281,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
213,AC0033,MA1942.2,ETV2::FOXI1,Tryptophan cluster factors/Fork head/winged helix factors,Unknown,19070576,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
214,AC0033,MA1952.2,FOXJ2::ELF1,Fork head/winged helix factors/Tryptophan cluster factors,Unknown,31913281,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
215,AC0033,MA2326.1,IKZF2,C2H2 zinc finger factors,Unknown,10978333,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
216,AC0033,MA2332.1,ZNF175,C2H2 zinc finger factors,Unknown,27852650,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Fork head/winged helix factors/Fork head/winged helix factors/Tryptophan cluster factors
217,AC0034,MA0028.3,ELK1,Tryptophan cluster factors,Unknown,1425594,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
218,AC0034,MA0076.3,ELK4,Tryptophan cluster factors,Unknown,8524663,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
219,AC0034,MA0098.4,ETS1,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
220,AC0034,MA0131.3,HINFP,C2H2 zinc finger factors,Unknown,14752047,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
221,AC0034,MA0156.4,FEV,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
222,AC0034,MA0475.3,FLI1,Tryptophan cluster factors,Unknown,7517940,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
223,AC0034,MA0641.1,ELF4,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
224,AC0034,MA0645.2,ETV6,Tryptophan cluster factors,Unknown,20400516,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
225,AC0034,MA0686.2,SPDEF,Tryptophan cluster factors,Unknown,23449978,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
226,AC0034,MA0750.3,ZBTB7A,C2H2 zinc finger factors,Unknown,12750370,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
227,AC0034,MA0759.3,ELK3,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
228,AC0034,MA0760.2,ERF,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
229,AC0034,MA0762.2,ETV2,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
230,AC0034,MA0763.2,ETV3,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
231,AC0034,MA0764.4,ETV4,Tryptophan cluster factors,Unknown,25866208,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
232,AC0034,MA0765.4,ETV5,Tryptophan cluster factors,Unknown,25866208,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
233,AC0034,MA1483.3,ELF2,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
234,AC0034,MA1484.2,ETS2,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
235,AC0034,MA1708.2,ETV7,Tryptophan cluster factors,Unknown,20517297,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
236,AC0034,MA1943.2,ETV2::HOXB13,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
237,AC0034,MA2329.1,ZBTB11,C2H2 zinc finger factors,Unknown,35294876,Tryptophan cluster factors/C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors
238,AC0035,MA1652.2,ZKSCAN5,C2H2 zinc finger factors,Unknown,23354101,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
239,AC0035,MA1931.1,ELK1::HOXA1,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
240,AC0035,MA1932.2,ELK1::HOXB13,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
241,AC0035,MA1937.2,ERF::HOXB13,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
242,AC0035,MA1940.2,ETV2::DRGX,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
243,AC0035,MA1944.2,ETV5::DRGX,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
244,AC0035,MA1948.2,ETV5::HOXA2,Tryptophan cluster factors/Homeo domain factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
245,AC0035,MA1949.2,FLI1::DRGX,Homeo domain factors/Tryptophan cluster factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
246,AC0035,MA1957.1,HOXB2::ELK1,Homeo domain factors/Tryptophan cluster factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
247,AC0035,MA1958.2,HOXD12::ELK1,Homeo domain factors/Tryptophan cluster factors,Unknown,24218641,C2H2 zinc finger factors/Tryptophan cluster factors/Homeo domain factors/Homeo domain factors/Tryptophan cluster factors
248,AC0036,MA1597.1,ZNF528,C2H2 zinc finger factors,Unknown,25690854,C2H2 zinc finger factors
249,AC0037,MA1711.2,ZNF343,C2H2 zinc finger factors,Unknown,28273063,C2H2 zinc finger factors
250,AC0038,MA1715.1,ZNF707,C2H2 zinc finger factors,Unknown,22955616,C2H2 zinc finger factors
251,AC0039,MA0009.2,TBXT,T-Box factors,Unknown,7588606,T-Box factors
252,AC0039,MA0688.2,TBX2,T-Box factors,Unknown,16285859,T-Box factors
253,AC0039,MA0689.1,TBX20,T-Box factors,Unknown,23326246,T-Box factors
254,AC0039,MA0690.3,TBX21,T-Box factors,Unknown,16285859,T-Box factors
255,AC0039,MA0800.2,EOMES,T-Box factors,Unknown,12093383,T-Box factors
256,AC0039,MA0801.1,MGA,T-Box factors,Unknown,12093383,T-Box factors
257,AC0039,MA0802.2,TBR1,T-Box factors,Unknown,12093383,T-Box factors
258,AC0039,MA0803.1,TBX15,T-Box factors,Unknown,12093383,T-Box factors
259,AC0039,MA0804.2,TBX19,T-Box factors,Unknown,12093383,T-Box factors
260,AC0039,MA0805.1,TBX1,T-Box factors,Unknown,12093383,T-Box factors
261,AC0039,MA0806.1,TBX4,T-Box factors,Unknown,12093383,T-Box factors
262,AC0039,MA0807.1,TBX5,T-Box factors,Unknown,12093383,T-Box factors
263,AC0039,MA1565.2,TBX18,T-Box factors,Unknown,17584735,T-Box factors
264,AC0039,MA1566.3,TBX3,T-Box factors,Unknown,18829543,T-Box factors
265,AC0040,MA1960.2,MGA::EVX1,T-Box factors/Homeo domain factors,Unknown,24218641,T-Box factors/Homeo domain factors
266,AC0041,MA1657.2,ZNF652,C2H2 zinc finger factors,Unknown,23332764,C2H2 zinc finger factors
267,AC0042,MA0058.4,MAX,Basic helix-loop-helix factors (bHLH),Unknown,22955619,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
268,AC0042,MA0059.2,MAX::MYC,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH),Unknown,8265351,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
269,AC0042,MA0104.5,MYCN,Basic helix-loop-helix factors (bHLH),Unknown,18555785,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
270,AC0042,MA0147.4,MYC,Basic helix-loop-helix factors (bHLH),Unknown,18555785,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
271,AC0042,MA0259.2,ARNT::HIF1A,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH),Unknown,16234508,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
272,AC0042,MA0464.3,BHLHE40,Basic helix-loop-helix factors (bHLH),Unknown,15186484,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
273,AC0042,MA0616.3,HES2,Basic helix-loop-helix factors (bHLH),Unknown,8354270,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
274,AC0042,MA0632.3,TCFL5,Basic helix-loop-helix factors (bHLH),Unknown,15585666,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
275,AC0042,MA0649.2,HEY2,Basic helix-loop-helix factors (bHLH),Unknown,22615585,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
276,AC0042,MA0664.2,MLXIPL,Basic helix-loop-helix factors (bHLH),Unknown,14742444,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
277,AC0042,MA0692.2,TFEB,Basic helix-loop-helix factors (bHLH),Unknown,1748288,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
278,AC0042,MA0819.3,CLOCK,Basic helix-loop-helix factors (bHLH),Unknown,24591654,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
279,AC0042,MA0821.2,HES5,Basic helix-loop-helix factors (bHLH),Unknown,15186484,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
280,AC0042,MA0822.1,HES7,Basic helix-loop-helix factors (bHLH),Unknown,16342160,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
281,AC0042,MA0823.1,HEY1,Basic helix-loop-helix factors (bHLH),Unknown,22615585,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
282,AC0042,MA0825.2,MNT,Basic helix-loop-helix factors (bHLH),Unknown,12695332,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
