num_cnns,batch,lr,drop_out,seed,mse_p,rmse_p,mae_p,r2_p,pearson_corr_p,spearman_corr_p,mse_r,rmse_r,mae_r,r2_r,pearson_corr_r,spearman_corr_r,best_pearson_epoch,best_r2_epoch
60,96,0.00010,0.3,920,0.044128563,0.210068,0.1627975,0.1738941640396875,0.48287794736307826,0.43669914296757373,0.04379509,0.20927277,0.16189213,0.1801369146852534,0.48075974554599615,0.436254659315053,98,93
60,96,0.00050,0.3,920,0.046146616,0.21481763,0.16729203,0.1361153507162154,0.48278085521685227,0.43016245443662465,0.045885712,0.21420951,0.16685945,0.14099963882529287,0.4786122845118103,0.42859172267618617,7,8
60,96,0.00100,0.3,920,0.046596207,0.21586154,0.16798736,0.12769888022037756,0.4836637691405957,0.4390009573070349,0.04546597,0.21322751,0.16543497,0.14885742686109915,0.4769891209938652,0.43159405182945587,37,26
65,96,0.00010,0.3,920,0.045400307,0.21307348,0.16548349,0.15008662253146687,0.4671300040542812,0.42766282693912455,0.04432101,0.21052556,0.16342954,0.17029152939773962,0.4784726810906664,0.4393151284356682,76,82
65,96,0.00050,0.3,920,0.045794733,0.21399704,0.16746348,0.14270278989912444,0.48010501137534084,0.42627905717601794,0.04526049,0.21274513,0.1668633,0.1527040696866423,0.47184999593003407,0.42373499829971667,18,20
65,96,0.00100,0.3,920,0.04776844,0.21855992,0.17105462,0.10575422996462291,0.4802981958538107,0.42796826635180724,0.045770682,0.21394084,0.16559234,0.14315306958127605,0.4713972348231992,0.4322956848073319,70,50
70,96,0.00010,0.3,920,0.04430034,0.21047646,0.162383,0.17067851289871228,0.48492505232868843,0.43281908437213024,0.044170544,0.2101679,0.16206598,0.17310838356702296,0.48071968571719587,0.43322854848213255,114,116
70,96,0.00050,0.3,920,0.049321327,0.22208406,0.1731477,0.07668338711100464,0.47527434766816007,0.42198016495295915,0.046110705,0.21473403,0.16647881,0.13678763460681664,0.46655834008169444,0.41782725088315065,22,33
70,96,0.00100,0.3,920,0.053043272,0.23031124,0.17972346,0.0070069971640966955,0.4720916617996184,0.4248342481775119,0.0471918,0.21723673,0.16916633,0.11654914209334744,0.45240073415156284,0.39707745943477607,29,33
75,96,0.00010,0.3,920,0.044612475,0.21121666,0.16384108,0.16483520986263422,0.48237797715182446,0.4396579390012651,0.044198584,0.2102346,0.1631382,0.17258336065738367,0.4767664112027731,0.42923240578788696,83,91
75,96,0.00050,0.3,920,0.046752527,0.21622333,0.16799355,0.12477243662725046,0.48146379795476174,0.4250726580982263,0.04640254,0.21541248,0.1677673,0.13132437098888539,0.47381492541004855,0.4212810056497734,22,14
75,96,0.00100,0.3,920,0.049787257,0.22313058,0.17375132,0.06796104685717252,0.4590942536617669,0.4104972188070764,0.047909085,0.21888144,0.17079288,0.10312120564199423,0.4461290695585136,0.3935728111632061,14,11
80,96,0.00010,0.3,920,0.04559561,0.21353129,0.16633047,0.14643053740589906,0.4722866929063641,0.42311454676924776,0.044849124,0.21177612,0.1645699,0.1604049801793186,0.4703307065244942,0.4161636022092624,78,76
80,96,0.00050,0.3,920,0.04774397,0.21850394,0.16977751,0.10621223297033788,0.473136882507737,0.42478181959470723,0.045579936,0.21349458,0.16557647,0.14672389386318663,0.4592723464292157,0.4020979829876094,41,30
80,96,0.00100,0.3,920,0.04953829,0.22257198,0.1731761,0.07262180978687993,0.46701643215414956,0.417993935799915,0.047979064,0.21904124,0.17031887,0.10181119993020138,0.463976578043718,0.4139408112441542,41,27
85,96,0.00010,0.3,920,0.04561695,0.21358125,0.16642527,0.14603096591730147,0.4813525540269178,0.4276593028897143,0.043848295,0.20939985,0.16294096,0.17914098164384484,0.4835039994053531,0.4371222405997136,87,91
85,96,0.00050,0.3,920,0.04923995,0.22190076,0.17298815,0.07820689333562492,0.4718080827155171,0.4243959808611267,0.0459177,0.21428417,0.1667392,0.1404007895903603,0.4808526020685901,0.42967641280745256,31,26
85,96,0.00100,0.3,920,0.05082007,0.22543308,0.17629817,0.04862629410416419,0.4548086284868994,0.40037338314850296,0.04753712,0.21803008,0.17012185,0.11008458895607098,0.45108718015723726,0.39823741216343095,14,19
90,96,0.00010,0.3,920,0.043877374,0.20946927,0.1631593,0.1785965183830306,0.490217422600129,0.43627699956351335,0.043877374,0.20946927,0.1631593,0.1785965183830306,0.490217422600129,0.43627699956351335,116,116
90,96,0.00050,0.3,920,0.048584186,0.2204182,0.17151548,0.09048301581224061,0.48486480477742944,0.4329889054725805,0.044851813,0.21178247,0.16443709,0.16035469082108622,0.4820369163413694,0.4234017503877454,31,33
90,96,0.00100,0.3,920,0.048987117,0.22133033,0.17227203,0.08294003234178737,0.47567365927966815,0.42921065049144774,0.046382375,0.21536568,0.16750501,0.13170190337572585,0.4659338133494072,0.41086404472729865,44,33
95,96,0.00010,0.3,920,0.044146806,0.21011141,0.1624342,0.17355267104598993,0.4873863470172605,0.44038456223542455,0.04302091,0.20741484,0.16073167,0.19462992179193517,0.4924306467621857,0.44478535152488335,96,95
95,96,0.00050,0.3,920,0.04721838,0.2172979,0.16981785,0.11605150555168298,0.4818597949869748,0.4283472472365595,0.04578875,0.21398306,0.16636473,0.1428148165181916,0.46976367009565767,0.4199911871700066,18,14
95,96,0.00100,0.3,920,0.048181996,0.21950398,0.17129311,0.0980122060653158,0.48850457695683996,0.43845063083063013,0.047280323,0.21744038,0.16958512,0.11489192220218802,0.4749088062494464,0.42684844202033445,31,22
100,96,0.00010,0.3,920,0.044833824,0.21173999,0.16404746,0.1606914117711945,0.48224849222599353,0.4288632147104182,0.044175413,0.21017948,0.16332233,0.17301709938477705,0.48454263721211543,0.4346029035019585,79,87
100,96,0.00050,0.3,920,0.04819928,0.21954335,0.17058712,0.09768861566555753,0.473613855943238,0.4213713271749219,0.04526624,0.21275865,0.16510648,0.15259643188903182,0.4699611686378483,0.4209683327571884,18,20
100,96,0.00100,0.3,920,0.05087254,0.22554941,0.1756405,0.0476440569170864,0.46634031089437333,0.4161200065282976,0.046139885,0.21480197,0.16640694,0.13624143463604477,0.47181120651159125,0.4272674391207278,30,23
5,168,0.00010,0.3,920,0.09289789,0.30479157,0.23802131,-0.739088759796094,0.21923697494767708,0.20027726686164538,0.0896048,0.2993406,0.23297454,-0.6774406695178825,0.21089555318192366,0.19182819106847998,197,199
5,168,0.00050,0.3,920,0.05001703,0.22364487,0.1743251,0.06365961609264836,0.37264911269419065,0.3367803229952802,0.05001703,0.22364487,0.1743251,0.06365961609264836,0.37264911269419065,0.3367803229952802,49,49
5,168,0.00100,0.3,920,0.060650565,0.24627335,0.19330867,-0.13540469656457854,0.3301628029343969,0.2950699328136833,0.05401271,0.23240635,0.18242481,-0.01114127966911771,0.3081338484669201,0.2888090668973459,2,1
10,168,0.00010,0.3,920,0.06761008,0.2600194,0.20026791,-0.2656899230332135,0.3723881101841974,0.3465013601003064,0.06506441,0.25507727,0.19617538,-0.21803384720507646,0.35841157590173833,0.33464506308282327,190,196
10,168,0.00050,0.3,920,0.052337196,0.22877324,0.17696351,0.02022509621151003,0.43957335237773776,0.3986689003918101,0.04949806,0.2224816,0.17297469,0.07337492490494035,0.4310354703181245,0.3813024511108051,64,62
10,168,0.00100,0.3,920,0.04714673,0.21713297,0.1680703,0.11739279606273167,0.47621101450290637,0.4279444588416767,0.04615989,0.21484853,0.16673465,0.13586695110806613,0.4708077828340817,0.4123927658517906,55,53
15,168,0.00010,0.3,920,0.06367888,0.25234675,0.19665952,-0.19209608997514493,0.3677803496988303,0.35580731873046184,0.063787796,0.25256246,0.1971589,-0.19413500586950594,0.34302584821840093,0.3258033292943198,198,196
15,168,0.00050,0.3,920,0.048288684,0.21974686,0.17125742,0.09601496047794855,0.45369199469570787,0.40245193387193534,0.048288684,0.21974686,0.17125742,0.09601496047794855,0.45369199469570787,0.40245193387193534,84,84
15,168,0.00100,0.3,920,0.048449397,0.22011223,0.17082435,0.0930063112829771,0.46771625928168736,0.41683110736447126,0.045798887,0.21400674,0.16679777,0.14262507183528972,0.4686714652313747,0.4185482936481858,36,39
20,168,0.00010,0.3,920,0.056984138,0.2387135,0.18721299,-0.0667676476267085,0.41249721779855686,0.38388464975653536,0.055541504,0.23567244,0.18433402,-0.03976096595196221,0.38443688231130285,0.355618780862137,186,196
20,168,0.00050,0.3,920,0.05119191,0.2262563,0.17619306,0.041665317581914496,0.41990324646872645,0.3818463696000994,0.051279504,0.22644979,0.17582673,0.040025536349877044,0.4130609916369082,0.37783136408134077,88,81
20,168,0.00100,0.3,920,0.05271758,0.2296031,0.17935784,0.013104081074558738,0.42462223969538737,0.3794551563096503,0.050019942,0.22365138,0.17512406,0.06360504143532453,0.41939617756182646,0.3724699752122939,25,33
25,168,0.00010,0.3,920,0.05026809,0.22420546,0.17514361,0.05895963460789899,0.43712100325820535,0.4009299080912584,0.04905824,0.22149095,0.1720872,0.08160851412724879,0.44003610609252014,0.40690304012408096,198,199
25,168,0.00050,0.3,920,0.046733703,0.21617979,0.16882898,0.12512484148856273,0.4458115453172437,0.4104235564003721,0.046733703,0.21617979,0.16882898,0.12512484148856273,0.4458115453172437,0.4104235564003721,51,51
25,168,0.00100,0.3,920,0.04655669,0.21576999,0.1681692,0.12843864691692164,0.4644136911814636,0.4312206231579881,0.047197953,0.2172509,0.16921006,0.11643390467011161,0.44525157850120484,0.4060554864481651,31,23
30,168,0.00010,0.3,920,0.052865215,0.22992437,0.17909056,0.010340306095891205,0.42391036753630684,0.3881410212297627,0.05161616,0.2271919,0.1762458,0.03372322113074677,0.4325395972036919,0.40036563049283946,123,131
30,168,0.00050,0.3,920,0.047202844,0.21726215,0.1681883,0.11634233497346158,0.46878175982721787,0.42444384869516333,0.045893226,0.21422704,0.16653863,0.14085898615223724,0.4662681647184992,0.41466773473591073,33,31
30,168,0.00100,0.3,920,0.049264025,0.221955,0.17322995,0.07775615411282355,0.4776979945587128,0.4338470508132196,0.045354728,0.21296649,0.16497211,0.15093989574773714,0.47688043614569914,0.43592471396775534,8,36
35,168,0.00010,0.3,920,0.049108874,0.22160523,0.17334338,0.08066070482262377,0.43833413379012676,0.4024147445851344,0.048905287,0.22114539,0.17264348,0.08447191054478687,0.436269044173152,0.3992863064548934,193,190
35,168,0.00050,0.3,920,0.04697478,0.21673666,0.16841583,0.12061189397919936,0.46803576792896096,0.4208857398163358,0.0465872,0.21584068,0.16824977,0.12786749036552914,0.45378529413257246,0.41256778530036964,58,50
35,168,0.00100,0.3,920,0.045902815,0.21424942,0.1664735,0.14067953627840457,0.47357002201425286,0.42555820922995374,0.0466404,0.21596389,0.16889974,0.12687151097589777,0.46622678060706085,0.4167513561798703,41,40
40,168,0.00010,0.3,920,0.04821331,0.2195753,0.17028387,0.09742593143350164,0.46082033530327304,0.40969270757964815,0.04821331,0.2195753,0.17028387,0.09742593143350164,0.46082033530327304,0.40969270757964815,119,119
40,168,0.00050,0.3,920,0.047736164,0.21848607,0.16953737,0.10635842204113155,0.47571856447219696,0.43087764384793525,0.045970205,0.21440664,0.16697341,0.13941793060108565,0.47045461558202284,0.41717317450734737,61,48
40,168,0.00100,0.3,920,0.045633223,0.21361934,0.1676535,0.14572632518613238,0.4874957660899585,0.4404673587307507,0.04624689,0.2150509,0.16765913,0.1342382663122399,0.47232535863286185,0.418468472447291,89,78
45,168,0.00010,0.3,920,0.04694351,0.21666451,0.16900772,0.12119713587869618,0.45551150877682844,0.40999885059027036,0.04620932,0.21496353,0.16687192,0.1349415513236618,0.4543173812108786,0.4092121003933744,139,130
45,168,0.00050,0.3,920,0.04751865,0.21798773,0.17007387,0.11043036541857465,0.46534760774046136,0.42110185175677983,0.04814503,0.21941976,0.16983771,0.09870416832516604,0.442999888816034,0.39835451722609816,35,23
45,168,0.00100,0.3,920,0.045697927,0.21377073,0.16483535,0.1445150178326261,0.47122587326165505,0.42130588118295503,0.045434058,0.21315266,0.1652512,0.1494547240137616,0.46345732574879733,0.4211055533477226,24,32
50,168,0.00010,0.3,920,0.047509413,0.21796654,0.17040457,0.11060322725827998,0.44657959017072935,0.40352083806170047,0.047509413,0.21796654,0.17040457,0.11060322725827998,0.44657959017072935,0.40352083806170047,145,145
50,168,0.00050,0.3,920,0.04546096,0.21321577,0.1662609,0.1489511811721267,0.4780316933354457,0.4267062436138506,0.045698963,0.21377316,0.16577883,0.14449566565999172,0.4657077566051435,0.4202947415080558,38,30
50,168,0.00100,0.3,920,0.047937416,0.21894614,0.16965197,0.10259086659909578,0.4718843285535996,0.4293959434654559,0.045701157,0.21377829,0.16668549,0.14445457693116137,0.47462538771027174,0.42178958508741365,21,8
55,168,0.00010,0.3,920,0.045916136,0.21428052,0.16770501,0.14043006358468335,0.4738633227464772,0.41790781174111297,0.046143707,0.21481086,0.16716763,0.1361698469289605,0.46001856105744415,0.40565376384159046,124,119
55,168,0.00050,0.3,920,0.04753122,0.21801656,0.16998383,0.1101949806550544,0.4844043088237358,0.43211751783799257,0.044967026,0.2120543,0.16507909,0.15819780418489138,0.47381171126907395,0.4173180620430476,55,41
55,168,0.00100,0.3,920,0.045730017,0.21384577,0.16586515,0.14391435558776156,0.48141789080914293,0.43513015853890713,0.04649272,0.2156217,0.16732837,0.12963618389480958,0.4695044773769478,0.4187402231638144,18,30
60,168,0.00010,0.3,920,0.049165495,0.22173293,0.17362992,0.07960069107107126,0.4518976232856927,0.4062860416447033,0.048503023,0.22023402,0.1725053,0.09200244347536501,0.44192129532448277,0.3999981426030348,109,96
60,168,0.00050,0.3,920,0.04606013,0.21461624,0.16677974,0.13773444437118854,0.4740043720530343,0.42794842156368185,0.04606013,0.21461624,0.16677974,0.13773444437118854,0.4740043720530343,0.42794842156368185,40,40
60,168,0.00100,0.3,920,0.052167024,0.22840102,0.1794549,0.023410769914010476,0.47138350064958967,0.42142284740498664,0.0483779,0.21994977,0.17224666,0.09434474606787802,0.4597861233643402,0.4060837038136464,7,8
65,168,0.00010,0.3,920,0.045587815,0.21351303,0.16609247,0.1465762870937769,0.4706621928574613,0.4225175432554891,0.04568119,0.21373159,0.16528183,0.1448283763151168,0.4572630766625704,0.415219012533129,114,100
65,168,0.00050,0.3,920,0.047239058,0.21734548,0.16950224,0.11566441643938874,0.4655707074567786,0.4189679887584268,0.04533775,0.21292664,0.16500707,0.1512577029931781,0.4654414924868917,0.4082937259614688,16,12
65,168,0.00100,0.3,920,0.044372335,0.21064742,0.16390295,0.16933068269186757,0.4964397103160318,0.4422540268336693,0.044372335,0.21064742,0.16390295,0.16933068269186757,0.4964397103160318,0.4422540268336693,33,33
70,168,0.00010,0.3,920,0.046123702,0.2147643,0.16679023,0.13654430195824063,0.4617007302537051,0.4206801428789195,0.046123702,0.2147643,0.16679023,0.13654430195824063,0.4617007302537051,0.4206801428789195,123,123
70,168,0.00050,0.3,920,0.04822583,0.2196038,0.1712874,0.09719162387596991,0.46216484904101574,0.41300161166562677,0.04773041,0.2184729,0.16940361,0.10646617099738431,0.45232426439069723,0.41104108839607595,27,25
70,168,0.00100,0.3,920,0.048657462,0.22058436,0.17252544,0.08911124506495338,0.4737812410238268,0.4253525530256829,0.046423916,0.2154621,0.16755025,0.13092418975108888,0.4645218387248159,0.41870378043668943,33,24
75,168,0.00010,0.3,920,0.047978025,0.21903886,0.16952957,0.10183061055788467,0.462446069538265,0.4221566194243493,0.0491802,0.22176608,0.1720356,0.07932536088878672,0.4433237653477086,0.40194528318386724,76,74
75,168,0.00050,0.3,920,0.047135774,0.21710774,0.16774827,0.11759795231742731,0.483327469854991,0.4413705594084051,0.046167634,0.21486655,0.16709435,0.13572195995470515,0.4701044356429278,0.4122712974962663,36,46
75,168,0.00100,0.3,920,0.046237398,0.21502884,0.16720103,0.1344159176021511,0.49131313494260404,0.4376878459296531,0.045507815,0.2133256,0.16461512,0.1480740992477535,0.4726022511630462,0.4212032340536705,32,19
80,168,0.00010,0.3,920,0.046546776,0.21574701,0.16700159,0.12862430449603524,0.4512203167949834,0.4014706426505689,0.046546776,0.21574701,0.16700159,0.12862430449603524,0.4512203167949834,0.4014706426505689,96,96
80,168,0.00050,0.3,920,0.046324715,0.21523178,0.16678876,0.13278130223016515,0.48238151909170834,0.42891849268029253,0.044085853,0.20996632,0.16313021,0.17469383073721256,0.47990456804300213,0.4324515450108165,22,12
80,168,0.00100,0.3,920,0.046044555,0.21457995,0.1662854,0.1380260362099629,0.49293276221873356,0.4419775685711142,0.04573,0.21384573,0.16630115,0.14391464198307002,0.46547110929648844,0.41560351208976737,22,12
85,168,0.00010,0.3,920,0.047268894,0.21741411,0.16872528,0.11510588797901589,0.44937619662332307,0.3995633674857012,0.047268894,0.21741411,0.16872528,0.11510588797901589,0.44937619662332307,0.3995633674857012,82,82
85,168,0.00050,0.3,920,0.048518363,0.22026885,0.17142847,0.091715300201479,0.4855323883045617,0.427177617021452,0.044174008,0.21017614,0.16316955,0.1730434414962152,0.4809911179556579,0.4280266108095438,39,50
85,168,0.00100,0.3,920,0.047154352,0.21715052,0.16952297,0.1172500607877971,0.480021906169946,0.4230468847565607,0.04647767,0.21558681,0.16856617,0.12991787100701857,0.4702578093260922,0.42012028847534894,36,44
90,168,0.00010,0.3,920,0.04711212,0.21705326,0.1690285,0.11804076006094955,0.4593287352827411,0.4143838395628506,0.045802344,0.21401483,0.16611199,0.14256034045177246,0.46421928086165887,0.41347281738316666,147,139
90,168,0.00050,0.3,920,0.049247134,0.22191696,0.1726569,0.07807232322084989,0.4668795663053839,0.41451506194106086,0.046589687,0.21584645,0.16819756,0.1278209338984112,0.45898158016299057,0.4085278407761051,39,32
90,168,0.00100,0.3,920,0.04870031,0.22068147,0.17263736,0.08830918466477589,0.47205202400780566,0.4184216566254099,0.04749627,0.2179364,0.1682004,0.11084923869593777,0.45700370358334547,0.39766330180717563,37,30
95,168,0.00010,0.3,920,0.04502872,0.21219972,0.16478981,0.15704292897264815,0.476575504394166,0.4391373842941798,0.045792323,0.2139914,0.1661043,0.14274795030733045,0.46135194156252696,0.4188054009466304,103,91
95,168,0.00050,0.3,920,0.045132972,0.21244523,0.16584711,0.15509127623047625,0.49229853015505853,0.4432528241408426,0.04516507,0.21252075,0.16468954,0.15449039633822648,0.4852310566528747,0.43801012683397944,42,50
95,168,0.00100,0.3,920,0.048505653,0.22023998,0.17128436,0.09195324280143713,0.4685948409454735,0.42449786833566805,0.04643102,0.21547858,0.16786157,0.13079120489388607,0.4536336462459857,0.39916640199225595,8,14
100,168,0.00010,0.3,920,0.04570125,0.21377851,0.16593795,0.14445286417014214,0.4727090895941782,0.42393698469318536,0.045248035,0.21271585,0.16484024,0.15293719668911154,0.467094613703933,0.420895092783297,96,107
100,168,0.00050,0.3,920,0.04525251,0.21272637,0.16498792,0.15285343622581493,0.48162911668465025,0.4287042378979722,0.04525251,0.21272637,0.16498792,0.15285343622581493,0.48162911668465025,0.4287042378979722,32,32
100,168,0.00100,0.3,920,0.047779452,0.21858512,0.17050292,0.10554802298336774,0.4911698650466032,0.4419941624695753,0.046262376,0.2150869,0.1666785,0.13394828626190103,0.4721409094706316,0.42254505016002675,7,32
5,96,0.00010,0.3,630,0.049373288,0.222201,0.1719773,0.11690577146919912,0.39370395550392184,0.3762476860066053,0.048032045,0.21916215,0.16917923,0.1408953648998592,0.4124744091419613,0.3802851789903883,189,199
5,96,0.00050,0.3,630,0.047220774,0.21730341,0.16736862,0.15540588462108462,0.42885410302078514,0.4030539497597307,0.046692237,0.21608387,0.16643403,0.1648592664767482,0.4308366735095202,0.40914108434727375,38,46
5,96,0.00100,0.3,630,0.04473725,0.21151182,0.16222967,0.19982637414357518,0.5107267914591174,0.46995450344167117,0.042625446,0.20645931,0.15847498,0.23759821365618583,0.5079499339959267,0.4612967472168125,57,75
10,96,0.00010,0.3,630,0.047072727,0.2169625,0.16793896,0.15805382195256068,0.4707373676028875,0.42831209331841863,0.04626078,0.2150832,0.16694593,0.1725763071153319,0.4732352457342207,0.4302068487354288,176,179
10,96,0.00050,0.3,630,0.045332134,0.21291344,0.16371542,0.1891861649370531,0.49072493133381206,0.4526539250958806,0.045332134,0.21291344,0.16371542,0.1891861649370531,0.49072493133381206,0.4526539250958806,47,47
